Tax	D0-H0	D0-P0	D14-H1	D14-H2	D14-H3	D14-H4	D14-H5	D14-H6	D14-H7	D14-P1	D14-P2	D14-P3	D14-P4	D14-P5	D14-P6	D14-P7	D14-P8	D14-P9	D14-P10	D28-H1	D28-H2	D28-H3	D28-H4	D28-H5	D28-H6	D28-H7	D28-P1	D28-P2	D28-P3	D28-P4	D28-P5	D28-P6	D28-P7	D28-P8	D28-P9	D28-P10	Taxonomy
Turicibacter	3.53919660237e-05	0.000141567864095	0.0	0.0	0.0	0.0	0.0	3.53919660237e-05	0.0	0.0	7.07839320474e-05	0.000460095558308	0.000106175898071	3.53919660237e-05	0.0	0.000389311626261	0.0	0.0	0.00261900548575	0.000141567864095	0.000141567864095	0.0	0.0400990975049	0.0	0.0	0.0	0.0	0.000672447354451	0.00385772429658	0.000424703592285	0.0034330207043	0.00300831711202	0.000778623252522	0.00237126172359	0.00368076446647	0.010405238011	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter
Blautia	0.00169881436914	0.00198195009733	0.00467173951513	0.00300831711202	0.0026897894178	0.00810476021943	0.00385772429658	0.00470713148115	0.00828172004955	0.000849407184569	0.000707839320474	0.0109007255353	0.00360998053442	0.00293753317997	0.00187577419926	0.00509644310741	0.00431781985489	0.00240665368961	0.0061228101221	0.00428242788887	0.00297292514599	0.00725535303486	0.0347903026013	0.0108299416033	0.00233586975757	0.0117855246859	0.00707839320474	0.0112192532295	0.00598124225801	0.00647672978234	0.00775084055919	0.00442399575296	0.00435321182092	0.0034330207043	0.0181914705362	0.011891700584	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia
Dorea	0.00314988497611	0.00145107060697	0.000141567864095	0.000990975048664	0.0107945496372	0.00339762873828	0.000707839320474	0.000849407184569	0.00152185453902	0.00152185453902	0.00145107060697	0.00222969385949	0.00329145284021	0.00704300123872	0.00145107060697	0.00152185453902	0.00247743762166	0.00173420633516	0.00155724650504	0.00796319235534	0.0100159263847	0.0106529817731	0.0103698460449	0.000707839320474	0.00138028667492	0.0329853123341	0.00240665368961	0.0305078747124	0.00948504689435	0.008954167404	0.00113254291276	0.00176959830119	0.00980357458857	0.00474252344718	0.00261900548575	0.00145107060697	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea
Oscillospira	0.0028313572819	0.00215890992745	0.001486462573	0.00286674924792	0.00421164395682	0.00293753317997	0.00530879490356	0.00176959830119	0.00293753317997	0.00407007609273	0.00810476021943	0.00831711201557	0.00778623252522	0.00789240842329	0.00495487524332	0.00389311626261	0.00916651920014	0.00520261900549	0.00470713148115	0.0100867103168	0.0105468058751	0.0107237657052	0.00336223677225	0.00286674924792	0.00276057334985	0.00247743762166	0.0204565563617	0.0172004954875	0.0188993098567	0.031321889931	0.023889577066	0.00693682534065	0.0111838612635	0.0101221022828	0.0111130773314	0.0110069014334	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira
Butyricimonas	0.00212351796142	0.00300831711202	0.0145460980357	0.00520261900549	0.00775084055919	0.0076092726951	0.0116793487878	0.0143337462396	0.0128118917006	0.00573349849584	0.00382233233056	0.00615820208813	0.00548575473368	0.00587506635994	0.00633516191824	0.00789240842329	0.00371615643249	0.00470713148115	0.00654751371439	0.0120686604141	0.0053795788356	0.0132365952929	0.00113254291276	0.00799858432136	0.0112192532295	0.000353919660237	0.0231817377455	0.0118563086179	0.017943726774	0.0109361175013	0.00966200672447	0.0172712794196	0.0111484692975	0.016457264201	0.00569810652982	0.00346841267032	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas
Lachnospira	0.0198195009733	0.0130242434967	0.0	0.0	3.53919660237e-05	0.000672447354451	0.0	0.000460095558308	0.000318527694213	0.0	0.0	0.0	0.000106175898071	0.0	0.0	0.0	0.0	0.0	0.00028313572819	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira
Dialister	0.0191824455849	0.00764466466112	0.0	0.0	7.07839320474e-05	0.000637055388427	0.0	0.00028313572819	0.000176959830119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister
Odoribacter	0.00421164395682	0.00399929216068	0.00467173951513	0.00166342240311	0.000849407184569	0.00145107060697	0.00516722703946	0.0040346841267	0.00123871881083	0.0	0.0	0.0	0.0	3.53919660237e-05	0.000106175898071	3.53919660237e-05	0.000176959830119	0.000141567864095	0.00116793487878	0.00222969385949	0.0055211466997	0.016421872235	0.00191116616528	0.00502565917537	0.00279596531587	0.000389311626261	3.53919660237e-05	0.0	0.0	7.07839320474e-05	3.53919660237e-05	0.0	0.0	0.00028313572819	0.000212351796142	7.07839320474e-05	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter
[Eubacterium]	0.000106175898071	0.000176959830119	0.00028313572819	0.00237126172359	0.00233586975757	0.000495487524332	0.00247743762166	0.000920191116617	0.00353919660237	0.00162803043709	0.00166342240311	0.00318527694213	0.00311449301009	0.00205273402938	0.000990975048664	0.000460095558308	0.00580428242789	0.00155724650504	0.00162803043709	0.00562732259777	0.00548575473368	0.00658290568041	0.0147584498319	0.00410546805875	0.00442399575296	0.00329145284021	0.000318527694213	0.000601663422403	0.00233586975757	0.00138028667492	0.0026897894178	0.0013448947089	0.00113254291276	0.00130950274288	0.00562732259777	0.00127411077685	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]
Anaerostipes	0.00244204565564	0.00322066890816	0.00293753317997	0.000530879490356	3.53919660237e-05	0.0	0.00583967439391	0.00647672978234	0.0	0.00307910104406	0.00180499026721	0.00555653866572	0.00594585029198	0.00318527694213	0.00116793487878	0.00116793487878	0.00258361351973	0.00286674924792	0.00888338347195	0.0	0.0	0.0	0.0	0.00513183507344	0.00371615643249	0.0	0.0	0.0	0.0	0.0	0.000247743762166	0.00396390019466	0.0	0.00028313572819	0.00191116616528	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes
Pseudoramibacter_Eubacterium	0.0	0.0	0.000566271456379	0.000247743762166	0.00095558308264	0.000743231286498	0.000460095558308	0.00120332684481	0.000566271456379	0.000141567864095	0.000212351796142	0.00116793487878	0.000530879490356	0.000778623252522	0.0013448947089	0.00145107060697	0.0028313572819	0.0013448947089	0.00141567864095	0.00307910104406	0.00120332684481	0.00138028667492	0.00867103167581	0.000495487524332	0.000601663422403	0.000743231286498	0.00254822155371	0.00562732259777	0.0040346841267	0.00431781985489	0.00191116616528	0.000530879490356	0.000920191116617	0.00237126172359	0.00166342240311	0.00527340293753	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium
Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07839320474e-05	0.000141567864095	0.000637055388427	0.000389311626261	0.0	0.0019465581313	0.000566271456379	0.000778623252522	0.000212351796142	0.00860024774376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141567864095	0.00109715094674	0.0	0.00205273402938	0.00106175898071	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus
Coprococcus	0.00605202619005	0.00488409131127	0.00279596531587	0.00736152893293	0.00399929216068	0.00792780038931	0.00173420633516	0.00176959830119	0.0026897894178	0.00205273402938	0.00212351796142	0.00407007609273	0.00205273402938	0.00297292514599	0.00272518138383	0.00279596531587	0.00792780038931	0.00244204565564	0.00141567864095	0.00339762873828	0.0028313572819	0.00201734206335	0.00619359405415	0.00205273402938	0.00176959830119	0.0047779154132	0.00201734206335	0.00226508582552	0.00205273402938	0.00201734206335	0.00187577419926	0.00318527694213	0.000566271456379	0.00120332684481	0.00350380463635	0.00265439745178	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
Bilophila	0.00123871881083	0.00120332684481	0.000707839320474	0.00120332684481	0.00138028667492	0.000637055388427	0.00743231286498	0.00293753317997	0.00385772429658	0.00109715094674	0.00201734206335	0.000353919660237	0.00222969385949	0.00251282958768	0.0020881259954	0.0019465581313	0.00173420633516	0.00205273402938	0.0019465581313	0.000566271456379	0.00106175898071	0.00445938771899	0.000495487524332	0.00113254291276	0.00449477968501	0.000920191116617	0.00307910104406	0.00421164395682	0.00661829764643	0.00399929216068	0.00743231286498	0.00215890992745	0.00591045832596	0.00258361351973	0.00265439745178	0.00145107060697	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila
Collinsella	0.000106175898071	0.0	0.0	7.07839320474e-05	0.0	0.000141567864095	7.07839320474e-05	0.000495487524332	7.07839320474e-05	0.000212351796142	0.00028313572819	0.000566271456379	3.53919660237e-05	0.000141567864095	0.00028313572819	0.000141567864095	0.000424703592285	7.07839320474e-05	7.07839320474e-05	0.00109715094674	0.00435321182092	0.00279596531587	0.000743231286498	0.000106175898071	0.000247743762166	0.00138028667492	0.00353919660237	0.00502565917537	0.00594585029198	0.00658290568041	0.00184038223323	0.000176959830119	0.0013448947089	0.000212351796142	0.000318527694213	0.00506105114139	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella
Clostridium	0.00120332684481	0.001486462573	0.0	0.0	0.0	3.53919660237e-05	0.0	3.53919660237e-05	0.0	0.0	0.0	0.00520261900549	7.07839320474e-05	0.000318527694213	0.00109715094674	0.000176959830119	0.0013448947089	0.00198195009733	0.00230047779154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000353919660237	0.00187577419926	0.0	0.00102636701469	0.00127411077685	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium
Desulfovibrio	0.00028313572819	7.07839320474e-05	0.00127411077685	0.00152185453902	0.00169881436914	0.00113254291276	0.00290214121394	0.0034330207043	0.000814015218545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000318527694213	0.0026897894178	0.00152185453902	0.00513183507344	0.000460095558308	0.000460095558308	0.00300831711202	0.0	0.0	3.53919660237e-05	0.0	0.000318527694213	0.0	0.0	0.0	0.0	0.000247743762166	0.0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio
Coprobacillus	0.0	0.0	0.00028313572819	0.00368076446647	0.000566271456379	0.00191116616528	0.00431781985489	0.000460095558308	0.00290214121394	0.00116793487878	0.000389311626261	0.000176959830119	0.000707839320474	0.00127411077685	3.53919660237e-05	0.0	0.000637055388427	0.000884799150593	0.000566271456379	0.00028313572819	0.0	0.000601663422403	0.00180499026721	0.00230047779154	0.00166342240311	3.53919660237e-05	0.0	0.0	0.0	0.0	0.00389311626261	0.000495487524332	0.000212351796142	0.000424703592285	0.00392850822863	0.00230047779154	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus
Christensenella	0.000106175898071	3.53919660237e-05	0.000460095558308	0.000176959830119	0.000318527694213	0.000849407184569	0.000247743762166	0.000672447354451	0.000353919660237	0.000176959830119	0.000637055388427	0.00176959830119	0.000460095558308	0.000318527694213	0.000460095558308	0.000920191116617	0.001486462573	0.000566271456379	0.00028313572819	0.00375154839851	0.000778623252522	0.000707839320474	0.00127411077685	0.000247743762166	0.000212351796142	7.07839320474e-05	0.000743231286498	0.00180499026721	0.00109715094674	0.001486462573	0.000176959830119	0.00028313572819	0.000460095558308	0.000707839320474	0.000353919660237	0.00159263847107	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella
[Prevotella]	0.00360998053442	0.0	0.0	0.0	0.0	7.07839320474e-05	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]
Anaerotruncus	0.0	0.0	0.0	0.000106175898071	0.000176959830119	0.000318527694213	3.53919660237e-05	0.000106175898071	3.53919660237e-05	0.000141567864095	0.0	3.53919660237e-05	0.000212351796142	7.07839320474e-05	0.00028313572819	0.000318527694213	0.000530879490356	0.000247743762166	0.0	0.00152185453902	0.000601663422403	0.000743231286498	0.000424703592285	3.53919660237e-05	3.53919660237e-05	0.0	7.07839320474e-05	0.000424703592285	0.000247743762166	0.000389311626261	7.07839320474e-05	7.07839320474e-05	0.000707839320474	0.000424703592285	0.000389311626261	0.00322066890816	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus
Alistipes	0.00286674924792	0.000990975048664	0.000141567864095	3.53919660237e-05	0.000106175898071	0.000318527694213	3.53919660237e-05	0.000353919660237	0.000141567864095	0.0	0.000141567864095	7.07839320474e-05	0.000106175898071	0.0	0.0	0.0	0.00028313572819	0.000141567864095	0.000141567864095	0.000176959830119	0.000212351796142	0.000990975048664	0.000141567864095	0.0	7.07839320474e-05	0.000141567864095	7.07839320474e-05	3.53919660237e-05	0.000318527694213	0.000106175898071	0.000106175898071	0.000247743762166	0.000141567864095	0.000530879490356	0.000141567864095	0.000353919660237	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
Megasphaera	0.00230047779154	0.00272518138383	0.0	0.0	0.0	0.000141567864095	0.0	7.07839320474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07839320474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera
Clostridium3	0.0	0.0	0.000106175898071	0.0	3.53919660237e-05	0.0	0.000495487524332	0.000318527694213	0.00028313572819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000106175898071	0.0	0.0	0.0	0.00230047779154	0.000353919660237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium3
Roseburia	0.001486462573	0.00201734206335	0.0	0.0	0.0	7.07839320474e-05	0.0	0.0	3.53919660237e-05	0.0	0.0	0.0	0.000106175898071	0.0	0.0	0.0	0.0	0.0	7.07839320474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia
Haemophilus	0.00155724650504	0.00095558308264	0.0	0.0	3.53919660237e-05	0.0	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
Adlercreutzia	3.53919660237e-05	0.0	0.0	3.53919660237e-05	7.07839320474e-05	0.0	0.0	7.07839320474e-05	0.0	0.0	0.0	0.000389311626261	3.53919660237e-05	3.53919660237e-05	3.53919660237e-05	7.07839320474e-05	0.000176959830119	0.0	3.53919660237e-05	0.000743231286498	0.000389311626261	0.000212351796142	0.00109715094674	7.07839320474e-05	0.0	0.0	0.000141567864095	0.000212351796142	0.000672447354451	0.000495487524332	0.000318527694213	0.000106175898071	0.000141567864095	0.00152185453902	0.00028313572819	0.000318527694213	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia
Holdemania	7.07839320474e-05	7.07839320474e-05	0.000176959830119	0.000141567864095	0.000743231286498	0.000424703592285	0.000247743762166	0.000460095558308	0.000212351796142	0.00028313572819	0.000814015218545	0.000106175898071	0.000460095558308	0.000743231286498	0.001486462573	0.000176959830119	0.000247743762166	0.000318527694213	0.000707839320474	0.000106175898071	0.000389311626261	0.000601663422403	0.000212351796142	0.00028313572819	0.000566271456379	3.53919660237e-05	0.000495487524332	0.000318527694213	0.000318527694213	0.000353919660237	0.00102636701469	0.000176959830119	0.000637055388427	0.000247743762166	0.000707839320474	0.00028313572819	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania
Lactobacillus	0.000212351796142	0.000353919660237	0.0	0.0	0.0	0.0	0.0	3.53919660237e-05	0.000106175898071	3.53919660237e-05	3.53919660237e-05	0.00123871881083	3.53919660237e-05	0.0	3.53919660237e-05	3.53919660237e-05	0.0	0.0	3.53919660237e-05	0.0	0.0	3.53919660237e-05	3.53919660237e-05	7.07839320474e-05	0.0	0.0	0.000460095558308	0.000106175898071	0.0	0.0	7.07839320474e-05	0.000106175898071	3.53919660237e-05	7.07839320474e-05	0.0	3.53919660237e-05	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
Bifidobacterium	0.000814015218545	0.00116793487878	0.0	0.0	0.0	3.53919660237e-05	0.0	7.07839320474e-05	3.53919660237e-05	3.53919660237e-05	3.53919660237e-05	0.000672447354451	0.000141567864095	7.07839320474e-05	7.07839320474e-05	7.07839320474e-05	0.000424703592285	0.0	3.53919660237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000353919660237	0.0	3.53919660237e-05	0.0	0.0	0.000849407184569	0.000920191116617	0.0	0.000389311626261	0.000247743762166	0.000141567864095	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium
